Universe,Indicator,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_MAE_Std,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_MAE_Std,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_MAE_Std,V3_RMSE_Acc,V3_P90_Acc,Scenario,Rho_Model
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,40%,7,6,7C x 6K,46.666666666666664,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,50%,3,15,3C x 15K,43.333333333333336,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,50%,7,7,7C x 7K,50.0,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,60%,4,15,4C x 15K,53.333333333333336,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,60%,7,9,7C x 9K,50.0,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,70%,5,15,5C x 15K,53.333333333333336,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,70%,7,10,7C x 10K,56.666666666666664,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,80%,6,15,6C x 15K,56.666666666666664,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,80%,7,12,7C x 12K,56.666666666666664,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,90%,6,15,6C x 15K,56.666666666666664,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,90%,7,13,7C x 13K,60.0,0.0,0.0,0.0,67.61904761904762,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,30%,7,15,7C x 15K,100%,7,15,7C x 15K,26.666666666666668,0.0,0.0,0.0,30.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,10%,1,15,1C x 15K,40.0,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,10%,2,6,2C x 6K,43.333333333333336,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,20%,10,3,10C x 3K,56.666666666666664,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,20%,2,15,2C x 15K,53.333333333333336,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,30%,3,15,3C x 15K,46.666666666666664,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,30%,6,8,6C x 8K,36.666666666666664,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,40%,10,6,10C x 6K,60.0,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,40%,4,15,4C x 15K,43.333333333333336,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,50%,5,15,5C x 15K,46.666666666666664,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,50%,8,10,8C x 10K,56.666666666666664,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,60%,10,9,10C x 9K,70.0,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,60%,6,15,6C x 15K,53.333333333333336,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,70%,10,10,10C x 10K,70.0,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,70%,7,15,7C x 15K,56.666666666666664,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,80%,10,12,10C x 12K,66.66666666666666,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,80%,8,15,8C x 15K,60.0,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,90%,10,13,10C x 13K,66.66666666666666,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,90%,9,15,9C x 15K,63.33333333333333,0.0,0.0,0.0,67.66666666666666,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,36.666666666666664,0.0,0.0,0.0,29.666666666666668,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,10%,15,1,15C x 1K,33.33333333333333,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,10%,2,6,2C x 6K,43.333333333333336,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,20%,10,3,10C x 3K,46.666666666666664,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,20%,5,6,5C x 6K,43.333333333333336,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,30%,15,3,15C x 3K,40.0,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,30%,8,6,8C x 6K,46.666666666666664,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,40%,10,6,10C x 6K,53.333333333333336,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,40%,20,3,20C x 3K,46.666666666666664,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,50%,12,6,12C x 6K,53.333333333333336,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,50%,25,3,25C x 3K,50.0,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,60%,15,6,15C x 6K,56.666666666666664,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,60%,22,4,22C x 4K,63.33333333333333,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,70%,18,6,18C x 6K,46.666666666666664,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,70%,21,5,21C x 5K,53.333333333333336,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,80%,20,6,20C x 6K,60.0,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,80%,24,5,24C x 5K,56.666666666666664,0.0,0.0,0.0,52.666666666666664,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,90%,22,6,22C x 6K,23.333333333333332,0.0,0.0,0.0,19.866666666666667,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,40%,25,6,25C x 6K,100%,25,6,25C x 6K,26.666666666666668,0.0,0.0,0.0,19.866666666666667,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,10%,1,15,1C x 15K,46.666666666666664,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,10%,3,6,3C x 6K,53.333333333333336,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,20%,13,3,13C x 3K,56.666666666666664,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,20%,3,15,3C x 15K,50.0,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,30%,4,15,4C x 15K,43.333333333333336,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,30%,7,8,7C x 8K,56.666666666666664,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,40%,13,6,13C x 6K,66.66666666666666,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,40%,5,15,5C x 15K,53.333333333333336,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,50%,10,10,10C x 10K,66.66666666666666,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,50%,7,15,7C x 15K,66.66666666666666,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,60%,13,9,13C x 9K,60.0,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,60%,8,15,8C x 15K,66.66666666666666,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,70%,11,12,11C x 12K,60.0,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,70%,9,15,9C x 15K,66.66666666666666,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,80%,10,15,10C x 15K,66.66666666666666,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,80%,13,12,13C x 12K,63.33333333333333,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,90%,12,15,12C x 15K,63.33333333333333,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,90%,13,14,13C x 14K,63.33333333333333,0.0,0.0,0.0,67.94871794871796,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,13,15,13C x 15K,100%,13,15,13C x 15K,30.0,0.0,0.0,0.0,29.48717948717949,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,10%,19,1,19C x 1K,40.0,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,10%,2,10,2C x 10K,36.666666666666664,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,20%,19,2,19C x 2K,53.333333333333336,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,20%,4,10,4C x 10K,53.333333333333336,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,30%,19,3,19C x 3K,43.333333333333336,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,30%,6,10,6C x 10K,56.666666666666664,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,40%,19,4,19C x 4K,56.666666666666664,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,40%,8,10,8C x 10K,56.666666666666664,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,50%,10,10,10C x 10K,56.666666666666664,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,50%,19,5,19C x 5K,50.0,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,60%,11,10,11C x 10K,63.33333333333333,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,60%,19,6,19C x 6K,46.666666666666664,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,70%,13,10,13C x 10K,63.33333333333333,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,70%,19,7,19C x 7K,50.0,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,80%,15,10,15C x 10K,63.33333333333333,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,80%,19,8,19C x 8K,53.333333333333336,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,90%,17,10,17C x 10K,66.66666666666666,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,90%,19,9,19C x 9K,56.666666666666664,0.0,0.0,0.0,59.82456140350877,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,50%,19,10,19C x 10K,100%,19,10,19C x 10K,23.333333333333332,0.0,0.0,0.0,24.210526315789473,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,10%,1,15,1C x 15K,33.33333333333333,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,10%,4,6,4C x 6K,33.33333333333333,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,20%,15,3,15C x 3K,43.333333333333336,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,20%,3,15,3C x 15K,43.333333333333336,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,30%,5,15,5C x 15K,53.333333333333336,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,30%,8,8,8C x 8K,50.0,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,40%,15,6,15C x 6K,43.333333333333336,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,40%,6,15,6C x 15K,50.0,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,50%,11,10,11C x 10K,63.33333333333333,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,50%,7,15,7C x 15K,66.66666666666666,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,60%,15,9,15C x 9K,60.0,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,60%,9,15,9C x 15K,66.66666666666666,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,70%,11,15,11C x 15K,70.0,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,70%,13,12,13C x 12K,70.0,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,80%,12,15,12C x 15K,66.66666666666666,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,80%,15,12,15C x 12K,53.333333333333336,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,90%,13,15,13C x 15K,70.0,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
Bad_L0_Bad_L1 (rho=0.0),Height,0,60%,15,15,15C x 15K,90%,14,14,14C x 14K,70.0,0.0,0.0,0.0,68.44444444444444,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Bad_L0_Bad_L1,0.0
